0.15 -0.023
0.25 -0.016
0.35 -0.009
0.45 -0.002
0.55 0.003
0.6 0.007
0.65 0.01
0.75 0.015
0.85 0.022
0.95 0.025
1.05 0.031
1.15 0.034
1.25 0.039
1.35 0.042
1.45 0.045
1.55 0.047
1.65 0.049
1.75 0.051
1.85 0.053
1.95 0.054
2.05 0.055
2.09 0.056
