5 14.45 1.73 0.25
7 11.42 1.46 0.25
9 10.12 1.31 0.25
11 8.47 1.14 0.25 
13 7.76 1.04 0.25
15 7.48 0.98 0.25
17 6.84 0.91 0.25
19 6.57 0.85 0.25
20 6.31 0.83 0.25 
16 7.20 0.96 0.25
12 8.47 1.09 0.25
8 10.78 1.35 0.25
6 13.22 1.58 0.25
